loss_train,loss_val,f1,time
1.8846709728240967,1.8280894756317139,0.21269728243350983,5.775786384940147
1.8278303146362305,1.7182252407073975,0.24427452683448792,5.995610572397709
1.7293719053268433,1.58708655834198,0.26495853066444397,6.078548576682806
1.6040387153625488,1.4451873302459717,0.2972472608089447,6.169827092438936
1.4658747911453247,1.2737621068954468,0.4277248978614807,6.2650360353291035
1.3010461330413818,1.089679479598999,0.6286614537239075,6.343235589563847
1.1215592622756958,0.9372692704200745,0.747765839099884,6.4237684197723866
0.9661895036697388,0.7876972556114197,0.7863953709602356,6.494548283517361
0.8071117997169495,0.6759080290794373,0.8055781126022339,6.567596614360809
0.6838025450706482,0.5758867263793945,0.8287573456764221,6.652912057936192
0.5711591243743896,0.5170280337333679,0.819907546043396,6.742818623781204
0.48839306831359863,0.45314139127731323,0.8443028926849365,6.835297483950853
0.4036204516887665,0.4108368754386902,0.8494487404823303,6.905302811414003
0.34761983156204224,0.381026029586792,0.8645634651184082,6.9846115075051785
0.2901912331581116,0.37391942739486694,0.8785420656204224,7.060706157237291
0.251502126455307,0.36112961173057556,0.8818398118019104,7.143040243536234
0.21454495191574097,0.35891252756118774,0.8803618550300598,7.212331600487232
0.19016900658607483,0.36151543259620667,0.8874393701553345,7.288728397339582
0.16242578625679016,0.380980521440506,0.880363941192627,7.376668252050877
0.14284706115722656,0.3911078870296478,0.8834084272384644,7.468909416347742
0.12334749847650528,0.3989624083042145,0.8902722001075745,7.565883230417967
0.09918874502182007,0.43441760540008545,0.8779338002204895,7.640308316797018
0.08474477380514145,0.4586753845214844,0.877606987953186,7.822551220655441
0.06586243957281113,0.4894680082798004,0.8769373893737793,7.9010059498250484
0.054634690284729004,0.5357813239097595,0.8786280751228333,7.973598461598158
0.04282161593437195,0.5485791563987732,0.8775252103805542,8.06216050684452
0.034667350351810455,0.5807885527610779,0.882764458656311,8.150954764336348
0.028291288763284683,0.645770788192749,0.8769827485084534,8.219504095613956
0.023929860442876816,0.6694847941398621,0.8665013313293457,8.299518961459398
0.018160702660679817,0.7037211656570435,0.8640232682228088,8.373327352106571
0.013622049242258072,0.7437459230422974,0.8604573011398315,8.456136383116245
0.009966538287699223,0.7695564031600952,0.8590608835220337,8.549464534968138
0.007555694319307804,0.7964447736740112,0.8579137325286865,8.644502323120832
0.006535197142511606,0.8412731885910034,0.8526520133018494,8.712334707379341
0.004975291434675455,0.8896766304969788,0.8561211228370667,8.787751581519842
0.00473371334373951,0.9419599771499634,0.8516164422035217,8.85901864618063
0.00357794389128685,0.9826521873474121,0.8491765260696411,8.942847188562155
0.0033030197955667973,0.9995000958442688,0.8488751649856567,9.034038133919239
0.002141747623682022,1.0084718465805054,0.8483338952064514,9.12086708843708
0.0017624840838834643,1.0186959505081177,0.8488865494728088,9.19447461143136
0.0015568793751299381,1.0353147983551025,0.8511379957199097,9.277274537831545
0.0014124293811619282,1.058954119682312,0.8500623106956482,9.35681550949812
0.0013859954196959734,1.0868661403656006,0.8491612076759338,9.424443788826466
0.0010349777294322848,1.1122652292251587,0.8508642911911011,9.503783486783504
0.0007901363424025476,1.1330183744430542,0.8493418097496033,9.594980087131262
0.0006651230505667627,1.1507134437561035,0.8485091328620911,9.663236290216446
0.0005009230808354914,1.1658581495285034,0.8483238816261292,9.739642757922411
0.00041261964361183345,1.1784138679504395,0.8518222570419312,9.811661437153816
0.0004159847740083933,1.1898599863052368,0.8518222570419312,9.895003248006105
0.00046198361087590456,1.2012065649032593,0.8518222570419312,9.989407394081354
0.0003166162932757288,1.2118244171142578,0.8518222570419312,10.082408860325813
0.0003101833863183856,1.2222377061843872,0.8469661474227905,10.151495330035686
0.00024108856450766325,1.2312208414077759,0.846011221408844,10.233550038188696
0.00017965536972042173,1.2392864227294922,0.8459279537200928,10.31512051820755
0.00017380363715346903,1.2463014125823975,0.8459279537200928,10.386194135993719
0.00014105810259934515,1.2524850368499756,0.8459279537200928,10.477267015725374
0.00013902220234740525,1.257256031036377,0.8459279537200928,10.546888642013073
0.0001424152433173731,1.260920524597168,0.8440414071083069,10.627239894121885
0.0001058835259755142,1.2636659145355225,0.8440524339675903,10.703889142721891
0.00010604642011458054,1.2658809423446655,0.842200517654419,10.781223934143782
9.614776354283094e-05,1.2677935361862183,0.842200517654419,10.876157250255346
8.89026268851012e-05,1.269578456878662,0.842200517654419,10.970783825963736
8.027901640161872e-05,1.2710055112838745,0.8421997427940369,11.065376471728086
7.136111526051536e-05,1.272497534751892,0.8421997427940369,11.139250617474318
5.9505997342057526e-05,1.2739042043685913,0.8459485769271851,11.217896413058043
5.8182657085126266e-05,1.275248646736145,0.8473733067512512,11.308695398271084
5.612125096376985e-05,1.2765917778015137,0.8473733067512512,11.379473775625229
5.321485878084786e-05,1.2778270244598389,0.8473733067512512,11.462905805557966
